idPartido,EquipoLocal,EquipoVisitante,golesLocal,golesVisitante,Temporada,SCA90_visitante,GCA90_visitante,SCA90_local,GCA90_local,Pases Completados_visitante,Distancia Progresiva de Pase_visitante,Asistencias Esperadas_visitante,Centro al Punto Penal_visitante,Pases Progresivos_visitante,Pases Completados_local,Distancia Progresiva de Pase_local,Asistencias Esperadas_local,Centro al Punto Penal_local,Pases Progresivos_local,Derribos conseguidos_visitante,% Dribladores derribados_visitante,Desafios Perdidos_visitante,Disparos Bloqueados_visitante,Intercepciones_visitante,Errores_visitante,Derribos conseguidos_local,% Dribladores derribados_local,Desafios Perdidos_local,Disparos Bloqueados_local,Intercepciones_local,Errores_local,PSxG-GA/90_visitante,PSxG-GA/90_local
2095,Espanyol,Osasuna,1,1,2022-2023,20.5,1.82,19.34,2.21,334.9,2515.7,0.83,3.0,35.7,284.9,2273.7,0.79,2.18,30.2,8.63,45.2,8.47,2.55,8.29,0.26,9.97,50.2,7.87,3.53,8.89,0.24,-0.02,-0.33
2096,Barcelona,Sevilla,3,0,2022-2023,22.03,2.16,27.63,3.29,404.7,2509.7,0.89,2.5,39.8,560.5,3030.0,1.75,2.74,57.4,9.66,47.5,8.16,3.34,8.92,0.24,8.53,45.6,7.13,2.16,6.66,0.45,-0.04,0.21
2097,Mallorca,Real Madrid,1,0,2022-2023,31.42,3.53,14.82,1.66,581.1,2996.8,1.49,1.32,53.1,275.0,2211.5,0.61,1.82,24.9,9.29,45.8,8.05,2.76,7.79,0.13,9.05,48.7,7.84,3.84,8.37,0.18,-0.02,-0.04
2098,Real Sociedad,Valladolid,0,1,2022-2023,20.84,1.55,21.05,2.16,332.3,2309.7,0.64,2.42,32.7,403.3,2530.5,0.96,1.71,39.0,10.4,47.1,8.74,3.92,9.08,0.21,10.4,46.5,8.63,2.71,7.13,0.34,0.02,0.0
2099,Girona,Valencia,1,0,2022-2023,22.61,1.63,21.61,2.68,357.7,2275.4,0.94,2.92,38.7,398.6,2518.6,0.93,2.39,36.3,11.3,48.2,8.79,1.97,7.58,0.55,8.45,45.9,7.58,2.92,7.0,0.53,0.0,0.18
2100,Rayo Vallecano,Almeria,2,0,2022-2023,19.95,2.0,23.18,1.82,319.8,2349.4,0.74,2.13,28.7,355.2,2418.4,0.78,2.68,36.6,8.47,44.9,9.03,3.21,8.47,0.34,10.3,42.3,10.1,2.42,8.13,0.29,-0.01,-0.08
2101,Cadiz,Girona,2,0,2022-2023,21.61,2.68,17.45,1.29,398.6,2518.6,0.93,2.39,36.3,261.6,2070.4,0.65,2.45,25.5,8.45,45.9,7.58,2.92,7.0,0.53,10.8,47.7,9.24,3.37,7.11,0.34,0.18,0.01
2102,Almeria,Betis,2,3,2022-2023,19.5,1.82,19.95,2.0,386.3,2433.2,0.83,1.42,33.5,319.8,2349.4,0.74,2.13,28.7,11.1,48.2,9.55,2.95,9.58,0.18,8.47,44.9,9.03,3.21,8.47,0.34,0.1,-0.01
2103,Valencia,Athletic Club,1,2,2022-2023,24.87,2.05,22.61,1.63,380.0,2527.3,0.94,2.82,47.8,357.7,2275.4,0.94,2.92,38.7,9.71,50.2,8.42,2.5,8.16,0.37,11.3,48.2,8.79,1.97,7.58,0.55,-0.07,0.0
2104,Sevilla,Mallorca,2,0,2022-2023,14.82,1.66,22.03,2.16,275.0,2211.5,0.61,1.82,24.9,404.7,2509.7,0.89,2.5,39.8,9.05,48.7,7.84,3.84,8.37,0.18,9.66,47.5,8.16,3.34,8.92,0.24,-0.04,-0.04
2105,Getafe,Rayo Vallecano,1,1,2022-2023,23.18,1.82,16.29,1.34,355.2,2418.4,0.78,2.68,36.6,255.0,2208.6,0.63,2.47,26.4,10.3,42.3,10.1,2.42,8.13,0.29,8.92,46.0,8.79,2.97,8.42,0.26,-0.08,0.07
2106,Celta Vigo,Atletico de Madrid,0,1,2022-2023,25.21,3.05,21.55,1.84,442.5,2680.0,1.05,1.79,41.3,386.8,2396.7,0.83,2.03,36.9,10.7,48.8,9.24,2.71,8.0,0.24,10.9,43.6,10.0,2.21,9.68,0.13,0.09,-0.24
2107,Villarreal,Barcelona,0,1,2022-2023,27.63,3.29,23.26,2.34,560.5,3030.0,1.75,2.74,57.4,437.7,2663.1,1.01,1.37,42.7,8.53,45.6,7.13,2.16,6.66,0.45,9.74,50.6,6.95,3.29,6.89,0.42,0.21,0.12
2108,Valladolid,Osasuna,0,0,2022-2023,20.5,1.82,20.84,1.55,334.9,2515.7,0.83,3.0,35.7,332.3,2309.7,0.64,2.42,32.7,8.63,45.2,8.47,2.55,8.29,0.26,10.4,47.1,8.74,3.92,9.08,0.21,-0.02,0.02
2109,Espanyol,Real Sociedad,2,3,2022-2023,21.05,2.16,19.34,2.21,403.3,2530.5,0.96,1.71,39.0,284.9,2273.7,0.79,2.18,30.2,10.4,46.5,8.63,2.71,7.13,0.34,9.97,50.2,7.87,3.53,8.89,0.24,0.0,-0.33
2110,Real Madrid,Elche,4,0,2022-2023,19.11,1.42,31.42,3.53,317.1,2301.6,0.69,2.16,31.5,581.1,2996.8,1.49,1.32,53.1,9.55,46.4,8.5,3.45,8.5,0.34,9.29,45.8,8.05,2.76,7.79,0.13,0.18,-0.02
2111,Girona,Almeria,6,2,2022-2023,19.95,2.0,21.61,2.68,319.8,2349.4,0.74,2.13,28.7,398.6,2518.6,0.93,2.39,36.3,8.47,44.9,9.03,3.21,8.47,0.34,8.45,45.9,7.58,2.92,7.0,0.53,-0.01,0.18
2112,Betis,Valladolid,2,1,2022-2023,20.84,1.55,19.5,1.82,332.3,2309.7,0.64,2.42,32.7,386.3,2433.2,0.83,1.42,33.5,10.4,47.1,8.74,3.92,9.08,0.21,11.1,48.2,9.55,2.95,9.58,0.18,0.02,0.1
2113,Mallorca,Villarreal,4,2,2022-2023,23.26,2.34,14.82,1.66,437.7,2663.1,1.01,1.37,42.7,275.0,2211.5,0.61,1.82,24.9,9.74,50.6,6.95,3.29,6.89,0.42,9.05,48.7,7.84,3.84,8.37,0.18,0.12,-0.04
2114,Osasuna,Real Madrid,0,2,2022-2023,31.42,3.53,20.5,1.82,581.1,2996.8,1.49,1.32,53.1,334.9,2515.7,0.83,3.0,35.7,9.29,45.8,8.05,2.76,7.79,0.13,8.63,45.2,8.47,2.55,8.29,0.26,-0.02,-0.02
2115,Real Sociedad,Celta Vigo,1,1,2022-2023,21.55,1.84,21.05,2.16,386.8,2396.7,0.83,2.03,36.9,403.3,2530.5,0.96,1.71,39.0,10.9,43.6,10.0,2.21,9.68,0.13,10.4,46.5,8.63,2.71,7.13,0.34,-0.24,0.0
2116,Barcelona,Cadiz,2,0,2022-2023,17.45,1.29,27.63,3.29,261.6,2070.4,0.65,2.45,25.5,560.5,3030.0,1.75,2.74,57.4,10.8,47.7,9.24,3.37,7.11,0.34,8.53,45.6,7.13,2.16,6.66,0.45,0.01,0.21
2117,Elche,Espanyol,0,1,2022-2023,19.34,2.21,19.11,1.42,284.9,2273.7,0.79,2.18,30.2,317.1,2301.6,0.69,2.16,31.5,9.97,50.2,7.87,3.53,8.89,0.24,9.55,46.4,8.5,3.45,8.5,0.34,-0.33,0.18
2118,Rayo Vallecano,Sevilla,1,1,2022-2023,22.03,2.16,23.18,1.82,404.7,2509.7,0.89,2.5,39.8,355.2,2418.4,0.78,2.68,36.6,9.66,47.5,8.16,3.34,8.92,0.24,10.3,42.3,10.1,2.42,8.13,0.29,-0.04,-0.08
2119,Atletico de Madrid,Athletic Club,1,0,2022-2023,24.87,2.05,25.21,3.05,380.0,2527.3,0.94,2.82,47.8,442.5,2680.0,1.05,1.79,41.3,9.71,50.2,8.42,2.5,8.16,0.37,10.7,48.8,9.24,2.71,8.0,0.24,-0.07,0.09
2120,Getafe,Valencia,1,0,2022-2023,22.61,1.63,16.29,1.34,357.7,2275.4,0.94,2.92,38.7,255.0,2208.6,0.63,2.47,26.4,11.3,48.2,8.79,1.97,7.58,0.55,8.92,46.0,8.79,2.97,8.42,0.26,0.0,0.07
2121,Elche,Betis,2,3,2022-2023,19.5,1.82,19.11,1.42,386.3,2433.2,0.83,1.42,33.5,317.1,2301.6,0.69,2.16,31.5,11.1,48.2,9.55,2.95,9.58,0.18,9.55,46.4,8.5,3.45,8.5,0.34,0.1,0.18
2122,Cadiz,Rayo Vallecano,1,0,2022-2023,23.18,1.82,17.45,1.29,355.2,2418.4,0.78,2.68,36.6,261.6,2070.4,0.65,2.45,25.5,10.3,42.3,10.1,2.42,8.13,0.29,10.8,47.7,9.24,3.37,7.11,0.34,-0.08,0.01
2123,Espanyol,Mallorca,2,1,2022-2023,14.82,1.66,19.34,2.21,275.0,2211.5,0.61,1.82,24.9,284.9,2273.7,0.79,2.18,30.2,9.05,48.7,7.84,3.84,8.37,0.18,9.97,50.2,7.87,3.53,8.89,0.24,-0.04,-0.33
2124,Real Madrid,Atletico de Madrid,1,1,2022-2023,25.21,3.05,31.42,3.53,442.5,2680.0,1.05,1.79,41.3,581.1,2996.8,1.49,1.32,53.1,10.7,48.8,9.24,2.71,8.0,0.24,9.29,45.8,8.05,2.76,7.79,0.13,0.09,-0.02
2125,Valencia,Real Sociedad,1,0,2022-2023,21.05,2.16,22.61,1.63,403.3,2530.5,0.96,1.71,39.0,357.7,2275.4,0.94,2.92,38.7,10.4,46.5,8.63,2.71,7.13,0.34,11.3,48.2,8.79,1.97,7.58,0.55,0.0,0.0
2126,Athletic Club,Girona,2,3,2022-2023,21.61,2.68,24.87,2.05,398.6,2518.6,0.93,2.39,36.3,380.0,2527.3,0.94,2.82,47.8,8.45,45.9,7.58,2.92,7.0,0.53,9.71,50.2,8.42,2.5,8.16,0.37,0.18,-0.07
2127,Celta Vigo,Valladolid,3,0,2022-2023,20.84,1.55,21.55,1.84,332.3,2309.7,0.64,2.42,32.7,386.8,2396.7,0.83,2.03,36.9,10.4,47.1,8.74,3.92,9.08,0.21,10.9,43.6,10.0,2.21,9.68,0.13,0.02,-0.24
2128,Almeria,Barcelona,1,0,2022-2023,27.63,3.29,19.95,2.0,560.5,3030.0,1.75,2.74,57.4,319.8,2349.4,0.74,2.13,28.7,8.53,45.6,7.13,2.16,6.66,0.45,8.47,44.9,9.03,3.21,8.47,0.34,0.21,-0.01
2129,Sevilla,Osasuna,2,3,2022-2023,20.5,1.82,22.03,2.16,334.9,2515.7,0.83,3.0,35.7,404.7,2509.7,0.89,2.5,39.8,8.63,45.2,8.47,2.55,8.29,0.26,9.66,47.5,8.16,3.34,8.92,0.24,-0.02,-0.04
2130,Villarreal,Getafe,2,1,2022-2023,16.29,1.34,23.26,2.34,255.0,2208.6,0.63,2.47,26.4,437.7,2663.1,1.01,1.37,42.7,8.92,46.0,8.79,2.97,8.42,0.26,9.74,50.6,6.95,3.29,6.89,0.42,0.07,0.12
2131,Real Sociedad,Cadiz,0,0,2022-2023,17.45,1.29,21.05,2.16,261.6,2070.4,0.65,2.45,25.5,403.3,2530.5,0.96,1.71,39.0,10.8,47.7,9.24,3.37,7.11,0.34,10.4,46.5,8.63,2.71,7.13,0.34,0.01,0.0
2132,Atletico de Madrid,Sevilla,6,1,2022-2023,22.03,2.16,25.21,3.05,404.7,2509.7,0.89,2.5,39.8,442.5,2680.0,1.05,1.79,41.3,9.66,47.5,8.16,3.34,8.92,0.24,10.7,48.8,9.24,2.71,8.0,0.24,-0.04,0.09
2133,Getafe,Girona,3,2,2022-2023,21.61,2.68,16.29,1.34,398.6,2518.6,0.93,2.39,36.3,255.0,2208.6,0.63,2.47,26.4,8.45,45.9,7.58,2.92,7.0,0.53,8.92,46.0,8.79,2.97,8.42,0.26,0.18,0.07
2134,Almeria,Villarreal,0,2,2022-2023,23.26,2.34,19.95,2.0,437.7,2663.1,1.01,1.37,42.7,319.8,2349.4,0.74,2.13,28.7,9.74,50.6,6.95,3.29,6.89,0.42,8.47,44.9,9.03,3.21,8.47,0.34,0.12,-0.01
2135,Mallorca,Elche,0,1,2022-2023,19.11,1.42,14.82,1.66,317.1,2301.6,0.69,2.16,31.5,275.0,2211.5,0.61,1.82,24.9,9.55,46.4,8.5,3.45,8.5,0.34,9.05,48.7,7.84,3.84,8.37,0.18,0.18,-0.04
2136,Barcelona,Valencia,1,0,2022-2023,22.61,1.63,27.63,3.29,357.7,2275.4,0.94,2.92,38.7,560.5,3030.0,1.75,2.74,57.4,11.3,48.2,8.79,1.97,7.58,0.55,8.53,45.6,7.13,2.16,6.66,0.45,0.0,0.21
2137,Betis,Real Madrid,0,0,2022-2023,31.42,3.53,19.5,1.82,581.1,2996.8,1.49,1.32,53.1,386.3,2433.2,0.83,1.42,33.5,9.29,45.8,8.05,2.76,7.79,0.13,11.1,48.2,9.55,2.95,9.58,0.18,-0.02,0.1
2138,Rayo Vallecano,Athletic Club,0,0,2022-2023,24.87,2.05,23.18,1.82,380.0,2527.3,0.94,2.82,47.8,355.2,2418.4,0.78,2.68,36.6,9.71,50.2,8.42,2.5,8.16,0.37,10.3,42.3,10.1,2.42,8.13,0.29,-0.07,-0.08
2139,Valladolid,Espanyol,2,1,2022-2023,19.34,2.21,20.84,1.55,284.9,2273.7,0.79,2.18,30.2,332.3,2309.7,0.64,2.42,32.7,9.97,50.2,7.87,3.53,8.89,0.24,10.4,47.1,8.74,3.92,9.08,0.21,-0.33,0.02
2140,Osasuna,Celta Vigo,0,0,2022-2023,21.55,1.84,20.5,1.82,386.8,2396.7,0.83,2.03,36.9,334.9,2515.7,0.83,3.0,35.7,10.9,43.6,10.0,2.21,9.68,0.13,8.63,45.2,8.47,2.55,8.29,0.26,-0.24,-0.02
2141,Cadiz,Getafe,2,2,2022-2023,16.29,1.34,17.45,1.29,255.0,2208.6,0.63,2.47,26.4,261.6,2070.4,0.65,2.45,25.5,8.92,46.0,8.79,2.97,8.42,0.26,10.8,47.7,9.24,3.37,7.11,0.34,0.07,0.01
2142,Celta Vigo,Rayo Vallecano,3,0,2022-2023,23.18,1.82,21.55,1.84,355.2,2418.4,0.78,2.68,36.6,386.8,2396.7,0.83,2.03,36.9,10.3,42.3,10.1,2.42,8.13,0.29,10.9,43.6,10.0,2.21,9.68,0.13,-0.08,-0.24
2143,Elche,Valladolid,1,1,2022-2023,20.84,1.55,19.11,1.42,332.3,2309.7,0.64,2.42,32.7,317.1,2301.6,0.69,2.16,31.5,10.4,47.1,8.74,3.92,9.08,0.21,9.55,46.4,8.5,3.45,8.5,0.34,0.02,0.18
2144,Real Madrid,Espanyol,3,1,2022-2023,19.34,2.21,31.42,3.53,284.9,2273.7,0.79,2.18,30.2,581.1,2996.8,1.49,1.32,53.1,9.97,50.2,7.87,3.53,8.89,0.24,9.29,45.8,8.05,2.76,7.79,0.13,-0.33,-0.02
2145,Valencia,Osasuna,1,0,2022-2023,20.5,1.82,22.61,1.63,334.9,2515.7,0.83,3.0,35.7,357.7,2275.4,0.94,2.92,38.7,8.63,45.2,8.47,2.55,8.29,0.26,11.3,48.2,8.79,1.97,7.58,0.55,-0.02,0.0
2146,Athletic Club,Barcelona,0,1,2022-2023,27.63,3.29,24.87,2.05,560.5,3030.0,1.75,2.74,57.4,380.0,2527.3,0.94,2.82,47.8,8.53,45.6,7.13,2.16,6.66,0.45,9.71,50.2,8.42,2.5,8.16,0.37,0.21,-0.07
2147,Mallorca,Real Sociedad,1,1,2022-2023,21.05,2.16,14.82,1.66,403.3,2530.5,0.96,1.71,39.0,275.0,2211.5,0.61,1.82,24.9,10.4,46.5,8.63,2.71,7.13,0.34,9.05,48.7,7.84,3.84,8.37,0.18,0.0,-0.04
2148,Villarreal,Betis,1,1,2022-2023,19.5,1.82,23.26,2.34,386.3,2433.2,0.83,1.42,33.5,437.7,2663.1,1.01,1.37,42.7,11.1,48.2,9.55,2.95,9.58,0.18,9.74,50.6,6.95,3.29,6.89,0.42,0.1,0.12
2149,Sevilla,Almeria,2,1,2022-2023,19.95,2.0,22.03,2.16,319.8,2349.4,0.74,2.13,28.7,404.7,2509.7,0.89,2.5,39.8,8.47,44.9,9.03,3.21,8.47,0.34,9.66,47.5,8.16,3.34,8.92,0.24,-0.01,-0.04
2150,Girona,Atletico de Madrid,0,1,2022-2023,25.21,3.05,21.61,2.68,442.5,2680.0,1.05,1.79,41.3,398.6,2518.6,0.93,2.39,36.3,10.7,48.8,9.24,2.71,8.0,0.24,8.45,45.9,7.58,2.92,7.0,0.53,0.09,0.18
2151,Valladolid,Athletic Club,1,3,2022-2023,24.87,2.05,20.84,1.55,380.0,2527.3,0.94,2.82,47.8,332.3,2309.7,0.64,2.42,32.7,9.71,50.2,8.42,2.5,8.16,0.37,10.4,47.1,8.74,3.92,9.08,0.21,-0.07,0.02
2152,Atletico de Madrid,Valencia,3,0,2022-2023,22.61,1.63,25.21,3.05,357.7,2275.4,0.94,2.92,38.7,442.5,2680.0,1.05,1.79,41.3,11.3,48.2,8.79,1.97,7.58,0.55,10.7,48.8,9.24,2.71,8.0,0.24,0.0,0.09
2153,Almeria,Cadiz,1,1,2022-2023,17.45,1.29,19.95,2.0,261.6,2070.4,0.65,2.45,25.5,319.8,2349.4,0.74,2.13,28.7,10.8,47.7,9.24,3.37,7.11,0.34,8.47,44.9,9.03,3.21,8.47,0.34,0.01,-0.01
2154,Espanyol,Celta Vigo,1,3,2022-2023,21.55,1.84,19.34,2.21,386.8,2396.7,0.83,2.03,36.9,284.9,2273.7,0.79,2.18,30.2,10.9,43.6,10.0,2.21,9.68,0.13,9.97,50.2,7.87,3.53,8.89,0.24,-0.24,-0.33
2155,Rayo Vallecano,Girona,2,2,2022-2023,21.61,2.68,23.18,1.82,398.6,2518.6,0.93,2.39,36.3,355.2,2418.4,0.78,2.68,36.6,8.45,45.9,7.58,2.92,7.0,0.53,10.3,42.3,10.1,2.42,8.13,0.29,0.18,-0.08
2156,Barcelona,Real Madrid,2,1,2022-2023,31.42,3.53,27.63,3.29,581.1,2996.8,1.49,1.32,53.1,560.5,3030.0,1.75,2.74,57.4,9.29,45.8,8.05,2.76,7.79,0.13,8.53,45.6,7.13,2.16,6.66,0.45,-0.02,0.21
2157,Betis,Mallorca,1,0,2022-2023,14.82,1.66,19.5,1.82,275.0,2211.5,0.61,1.82,24.9,386.3,2433.2,0.83,1.42,33.5,9.05,48.7,7.84,3.84,8.37,0.18,11.1,48.2,9.55,2.95,9.58,0.18,-0.04,0.1
2158,Getafe,Sevilla,2,0,2022-2023,22.03,2.16,16.29,1.34,404.7,2509.7,0.89,2.5,39.8,255.0,2208.6,0.63,2.47,26.4,9.66,47.5,8.16,3.34,8.92,0.24,8.92,46.0,8.79,2.97,8.42,0.26,-0.04,0.07
2159,Osasuna,Villarreal,0,3,2022-2023,23.26,2.34,20.5,1.82,437.7,2663.1,1.01,1.37,42.7,334.9,2515.7,0.83,3.0,35.7,9.74,50.6,6.95,3.29,6.89,0.42,8.63,45.2,8.47,2.55,8.29,0.26,0.12,-0.02
2160,Real Sociedad,Elche,2,0,2022-2023,19.11,1.42,21.05,2.16,317.1,2301.6,0.69,2.16,31.5,403.3,2530.5,0.96,1.71,39.0,9.55,46.4,8.5,3.45,8.5,0.34,10.4,46.5,8.63,2.71,7.13,0.34,0.18,0.0
2161,Mallorca,Osasuna,0,0,2022-2023,20.5,1.82,14.82,1.66,334.9,2515.7,0.83,3.0,35.7,275.0,2211.5,0.61,1.82,24.9,8.63,45.2,8.47,2.55,8.29,0.26,9.05,48.7,7.84,3.84,8.37,0.18,-0.02,-0.04
2162,Athletic Club,Getafe,0,0,2022-2023,16.29,1.34,24.87,2.05,255.0,2208.6,0.63,2.47,26.4,380.0,2527.3,0.94,2.82,47.8,8.92,46.0,8.79,2.97,8.42,0.26,9.71,50.2,8.42,2.5,8.16,0.37,0.07,-0.07
2163,Cadiz,Sevilla,0,2,2022-2023,22.03,2.16,17.45,1.29,404.7,2509.7,0.89,2.5,39.8,261.6,2070.4,0.65,2.45,25.5,9.66,47.5,8.16,3.34,8.92,0.24,10.8,47.7,9.24,3.37,7.11,0.34,-0.04,0.01
2164,Elche,Barcelona,0,4,2022-2023,27.63,3.29,19.11,1.42,560.5,3030.0,1.75,2.74,57.4,317.1,2301.6,0.69,2.16,31.5,8.53,45.6,7.13,2.16,6.66,0.45,9.55,46.4,8.5,3.45,8.5,0.34,0.21,0.18
2165,Girona,Espanyol,2,1,2022-2023,19.34,2.21,21.61,2.68,284.9,2273.7,0.79,2.18,30.2,398.6,2518.6,0.93,2.39,36.3,9.97,50.2,7.87,3.53,8.89,0.24,8.45,45.9,7.58,2.92,7.0,0.53,-0.33,0.18
2166,Atletico de Madrid,Betis,1,0,2022-2023,19.5,1.82,25.21,3.05,386.3,2433.2,0.83,1.42,33.5,442.5,2680.0,1.05,1.79,41.3,11.1,48.2,9.55,2.95,9.58,0.18,10.7,48.8,9.24,2.71,8.0,0.24,0.1,0.09
2167,Real Madrid,Valladolid,6,0,2022-2023,20.84,1.55,31.42,3.53,332.3,2309.7,0.64,2.42,32.7,581.1,2996.8,1.49,1.32,53.1,10.4,47.1,8.74,3.92,9.08,0.21,9.29,45.8,8.05,2.76,7.79,0.13,0.02,-0.02
2168,Villarreal,Real Sociedad,2,0,2022-2023,21.05,2.16,23.26,2.34,403.3,2530.5,0.96,1.71,39.0,437.7,2663.1,1.01,1.37,42.7,10.4,46.5,8.63,2.71,7.13,0.34,9.74,50.6,6.95,3.29,6.89,0.42,0.0,0.12
2169,Celta Vigo,Almeria,2,2,2022-2023,19.95,2.0,21.55,1.84,319.8,2349.4,0.74,2.13,28.7,386.8,2396.7,0.83,2.03,36.9,8.47,44.9,9.03,3.21,8.47,0.34,10.9,43.6,10.0,2.21,9.68,0.13,-0.01,-0.24
2170,Valencia,Rayo Vallecano,1,1,2022-2023,23.18,1.82,22.61,1.63,355.2,2418.4,0.78,2.68,36.6,357.7,2275.4,0.94,2.92,38.7,10.3,42.3,10.1,2.42,8.13,0.29,11.3,48.2,8.79,1.97,7.58,0.55,-0.08,0.0
2171,Sevilla,Celta Vigo,2,2,2022-2023,21.55,1.84,22.03,2.16,386.8,2396.7,0.83,2.03,36.9,404.7,2509.7,0.89,2.5,39.8,10.9,43.6,10.0,2.21,9.68,0.13,9.66,47.5,8.16,3.34,8.92,0.24,-0.24,-0.04
2172,Real Madrid,Villarreal,2,3,2022-2023,23.26,2.34,31.42,3.53,437.7,2663.1,1.01,1.37,42.7,581.1,2996.8,1.49,1.32,53.1,9.74,50.6,6.95,3.29,6.89,0.42,9.29,45.8,8.05,2.76,7.79,0.13,0.12,-0.02
2173,Espanyol,Athletic Club,1,2,2022-2023,24.87,2.05,19.34,2.21,380.0,2527.3,0.94,2.82,47.8,284.9,2273.7,0.79,2.18,30.2,9.71,50.2,8.42,2.5,8.16,0.37,9.97,50.2,7.87,3.53,8.89,0.24,-0.07,-0.33
2174,Osasuna,Elche,2,1,2022-2023,19.11,1.42,20.5,1.82,317.1,2301.6,0.69,2.16,31.5,334.9,2515.7,0.83,3.0,35.7,9.55,46.4,8.5,3.45,8.5,0.34,8.63,45.2,8.47,2.55,8.29,0.26,0.18,-0.02
2175,Real Sociedad,Getafe,2,0,2022-2023,16.29,1.34,21.05,2.16,255.0,2208.6,0.63,2.47,26.4,403.3,2530.5,0.96,1.71,39.0,8.92,46.0,8.79,2.97,8.42,0.26,10.4,46.5,8.63,2.71,7.13,0.34,0.07,0.0
2176,Betis,Cadiz,0,2,2022-2023,17.45,1.29,19.5,1.82,261.6,2070.4,0.65,2.45,25.5,386.3,2433.2,0.83,1.42,33.5,10.8,47.7,9.24,3.37,7.11,0.34,11.1,48.2,9.55,2.95,9.58,0.18,0.01,0.1
2177,Almeria,Valencia,2,1,2022-2023,22.61,1.63,19.95,2.0,357.7,2275.4,0.94,2.92,38.7,319.8,2349.4,0.74,2.13,28.7,11.3,48.2,8.79,1.97,7.58,0.55,8.47,44.9,9.03,3.21,8.47,0.34,0.0,-0.01
2178,Rayo Vallecano,Atletico de Madrid,1,2,2022-2023,25.21,3.05,23.18,1.82,442.5,2680.0,1.05,1.79,41.3,355.2,2418.4,0.78,2.68,36.6,10.7,48.8,9.24,2.71,8.0,0.24,10.3,42.3,10.1,2.42,8.13,0.29,0.09,-0.08
2179,Valladolid,Mallorca,3,3,2022-2023,14.82,1.66,20.84,1.55,275.0,2211.5,0.61,1.82,24.9,332.3,2309.7,0.64,2.42,32.7,9.05,48.7,7.84,3.84,8.37,0.18,10.4,47.1,8.74,3.92,9.08,0.21,-0.04,0.02
2180,Barcelona,Girona,0,0,2022-2023,21.61,2.68,27.63,3.29,398.6,2518.6,0.93,2.39,36.3,560.5,3030.0,1.75,2.74,57.4,8.45,45.9,7.58,2.92,7.0,0.53,8.53,45.6,7.13,2.16,6.66,0.45,0.18,0.21
2181,Rayo Vallecano,Osasuna,2,1,2022-2023,20.5,1.82,23.18,1.82,334.9,2515.7,0.83,3.0,35.7,355.2,2418.4,0.78,2.68,36.6,8.63,45.2,8.47,2.55,8.29,0.26,10.3,42.3,10.1,2.42,8.13,0.29,-0.02,-0.08
2182,Athletic Club,Real Sociedad,2,0,2022-2023,21.05,2.16,24.87,2.05,403.3,2530.5,0.96,1.71,39.0,380.0,2527.3,0.94,2.82,47.8,10.4,46.5,8.63,2.71,7.13,0.34,9.71,50.2,8.42,2.5,8.16,0.37,0.0,-0.07
2183,Betis,Espanyol,3,1,2022-2023,19.34,2.21,19.5,1.82,284.9,2273.7,0.79,2.18,30.2,386.3,2433.2,0.83,1.42,33.5,9.97,50.2,7.87,3.53,8.89,0.24,11.1,48.2,9.55,2.95,9.58,0.18,-0.33,0.1
2184,Cadiz,Real Madrid,0,2,2022-2023,31.42,3.53,17.45,1.29,581.1,2996.8,1.49,1.32,53.1,261.6,2070.4,0.65,2.45,25.5,9.29,45.8,8.05,2.76,7.79,0.13,10.8,47.7,9.24,3.37,7.11,0.34,-0.02,0.01
2185,Villarreal,Valladolid,1,2,2022-2023,20.84,1.55,23.26,2.34,332.3,2309.7,0.64,2.42,32.7,437.7,2663.1,1.01,1.37,42.7,10.4,47.1,8.74,3.92,9.08,0.21,9.74,50.6,6.95,3.29,6.89,0.42,0.02,0.12
2186,Getafe,Barcelona,0,0,2022-2023,27.63,3.29,16.29,1.34,560.5,3030.0,1.75,2.74,57.4,255.0,2208.6,0.63,2.47,26.4,8.53,45.6,7.13,2.16,6.66,0.45,8.92,46.0,8.79,2.97,8.42,0.26,0.21,0.07
2187,Girona,Elche,2,0,2022-2023,19.11,1.42,21.61,2.68,317.1,2301.6,0.69,2.16,31.5,398.6,2518.6,0.93,2.39,36.3,9.55,46.4,8.5,3.45,8.5,0.34,8.45,45.9,7.58,2.92,7.0,0.53,0.18,0.18
2188,Valencia,Sevilla,0,2,2022-2023,22.03,2.16,22.61,1.63,404.7,2509.7,0.89,2.5,39.8,357.7,2275.4,0.94,2.92,38.7,9.66,47.5,8.16,3.34,8.92,0.24,11.3,48.2,8.79,1.97,7.58,0.55,-0.04,0.0
2189,Atletico de Madrid,Almeria,2,1,2022-2023,19.95,2.0,25.21,3.05,319.8,2349.4,0.74,2.13,28.7,442.5,2680.0,1.05,1.79,41.3,8.47,44.9,9.03,3.21,8.47,0.34,10.7,48.8,9.24,2.71,8.0,0.24,-0.01,0.09
2190,Celta Vigo,Mallorca,0,1,2022-2023,14.82,1.66,21.55,1.84,275.0,2211.5,0.61,1.82,24.9,386.8,2396.7,0.83,2.03,36.9,9.05,48.7,7.84,3.84,8.37,0.18,10.9,43.6,10.0,2.21,9.68,0.13,-0.04,-0.24
2191,Espanyol,Cadiz,0,0,2022-2023,17.45,1.29,19.34,2.21,261.6,2070.4,0.65,2.45,25.5,284.9,2273.7,0.79,2.18,30.2,10.8,47.7,9.24,3.37,7.11,0.34,9.97,50.2,7.87,3.53,8.89,0.24,0.01,-0.33
