idPartido,EquipoLocal,EquipoVisitante,golesLocal,golesVisitante,Temporada,SCA90_visitante,GCA90_visitante,SCA90_local,GCA90_local,Pases Completados_visitante,Distancia Progresiva de Pase_visitante,Asistencias Esperadas_visitante,Centro al Punto Penal_visitante,Pases Progresivos_visitante,Pases Completados_local,Distancia Progresiva de Pase_local,Asistencias Esperadas_local,Centro al Punto Penal_local,Pases Progresivos_local,Derribos conseguidos_visitante,% Dribladores derribados_visitante,Desafios Perdidos_visitante,Disparos Bloqueados_visitante,Intercepciones_visitante,Errores_visitante,Derribos conseguidos_local,% Dribladores derribados_local,Desafios Perdidos_local,Disparos Bloqueados_local,Intercepciones_local,Errores_local,PSxG-GA/90_visitante,PSxG-GA/90_local
1528,Sevilla,Rayo Vallecano,3,0,2021-2022,22.68,1.66,20.63,2.5,335.4,2448.9,0.94,2.87,34.5,482.3,2882.1,0.91,2.95,42.0,9.45,40.7,10.7,2.5,9.61,0.24,7.95,43.5,8.05,3.26,7.11,0.47,0.02,0.03
1529,Villarreal,Granada,0,0,2021-2022,18.47,1.79,21.05,2.95,278.5,2153.1,0.68,2.16,27.6,438.9,2715.9,1.31,1.74,44.7,9.03,43.4,9.42,3.42,8.58,0.21,8.21,48.1,6.5,2.87,8.66,0.42,0.03,0.03
1530,Elche,Athletic Club,0,0,2021-2022,21.61,1.89,15.58,1.79,340.7,2407.2,0.95,2.16,41.4,340.7,2449.9,0.65,2.05,29.0,7.68,38.5,9.42,3.37,8.92,0.21,8.55,43.1,9.32,3.32,8.03,0.37,0.05,0.07
1531,Betis,Cadiz,1,1,2021-2022,18.08,1.45,23.74,2.47,266.7,2049.0,0.76,3.16,28.4,413.2,2616.3,0.92,1.34,39.9,10.0,42.3,10.8,2.79,10.9,0.13,10.3,46.6,9.76,2.95,9.5,0.29,0.05,0.03
1532,Alaves,Mallorca,0,1,2021-2022,20.03,1.55,16.53,1.26,290.7,2158.1,0.74,1.68,29.7,254.6,2256.3,0.6,2.21,25.9,8.74,45.0,7.97,3.13,9.05,0.24,8.53,41.1,9.87,2.79,9.89,0.18,-0.14,-0.17
1533,Granada,Valencia,1,1,2021-2022,18.89,2.18,18.47,1.79,253.3,2045.3,0.72,1.97,31.6,278.5,2153.1,0.68,2.16,27.6,9.58,42.7,9.39,2.45,8.92,0.21,9.03,43.4,9.42,3.42,8.58,0.21,0.11,0.03
1534,Espanyol,Villarreal,0,0,2021-2022,21.05,2.95,18.97,1.76,438.9,2715.9,1.31,1.74,44.7,351.6,2331.6,0.65,1.55,31.9,8.21,48.1,6.5,2.87,8.66,0.42,8.89,42.6,9.76,3.0,8.58,0.53,0.03,0.07
1535,Athletic Club,Barcelona,1,1,2021-2022,24.79,3.24,21.61,1.89,565.5,3024.3,1.44,2.61,54.7,340.7,2407.2,0.95,2.16,41.4,8.71,49.5,6.55,2.24,8.55,0.45,7.68,38.5,9.42,3.37,8.92,0.21,-0.1,0.05
1536,Real Sociedad,Rayo Vallecano,1,0,2021-2022,22.68,1.66,20.34,1.82,335.4,2448.9,0.94,2.87,34.5,405.3,2583.8,0.92,1.82,38.5,9.45,40.7,10.7,2.5,9.61,0.24,8.92,47.6,7.53,2.76,9.16,0.16,0.02,-0.04
1537,Atletico de Madrid,Elche,1,0,2021-2022,15.58,1.79,21.79,2.92,340.7,2449.9,0.65,2.05,29.0,396.7,2334.7,1.04,1.74,38.5,8.55,43.1,9.32,3.32,8.03,0.37,9.11,47.3,8.58,2.58,9.61,0.37,0.07,-0.2
1538,Levante,Real Madrid,3,3,2021-2022,31.45,3.66,18.95,2.08,562.4,2964.6,1.45,1.5,54.7,331.2,2340.5,0.68,1.66,35.3,9.08,42.0,7.66,3.0,8.79,0.45,8.03,38.8,9.84,2.89,9.92,0.32,0.16,-0.27
1539,Getafe,Sevilla,0,1,2021-2022,20.63,2.5,18.42,1.39,482.3,2882.1,0.91,2.95,42.0,270.5,2171.3,0.52,1.92,24.1,7.95,43.5,8.05,3.26,7.11,0.47,9.47,41.8,9.11,2.53,10.6,0.21,0.03,0.02
1540,Osasuna,Celta Vigo,0,0,2021-2022,18.45,1.84,18.97,1.63,421.2,2520.9,0.83,2.21,38.1,313.3,2533.6,0.73,3.26,34.9,10.8,37.5,12.5,2.39,9.89,0.29,8.71,42.0,9.13,3.03,9.68,0.13,0.06,0.0
1541,Mallorca,Espanyol,1,0,2021-2022,18.97,1.76,20.03,1.55,351.6,2331.6,0.65,1.55,31.9,290.7,2158.1,0.74,1.68,29.7,8.89,42.6,9.76,3.0,8.58,0.53,8.74,45.0,7.97,3.13,9.05,0.24,0.07,-0.14
1542,Valencia,Alaves,3,0,2021-2022,16.53,1.26,18.89,2.18,254.6,2256.3,0.6,2.21,25.9,253.3,2045.3,0.72,1.97,31.6,8.53,41.1,9.87,2.79,9.89,0.18,9.58,42.7,9.39,2.45,8.92,0.21,-0.17,0.11
1543,Celta Vigo,Athletic Club,0,1,2021-2022,21.61,1.89,18.45,1.84,340.7,2407.2,0.95,2.16,41.4,421.2,2520.9,0.83,2.21,38.1,7.68,38.5,9.42,3.37,8.92,0.21,10.8,37.5,12.5,2.39,9.89,0.29,0.05,0.06
1544,Real Sociedad,Levante,1,0,2021-2022,18.95,2.08,20.34,1.82,331.2,2340.5,0.68,1.66,35.3,405.3,2583.8,0.92,1.82,38.5,8.03,38.8,9.84,2.89,9.92,0.32,8.92,47.6,7.53,2.76,9.16,0.16,-0.27,-0.04
1545,Elche,Sevilla,1,1,2021-2022,20.63,2.5,15.58,1.79,482.3,2882.1,0.91,2.95,42.0,340.7,2449.9,0.65,2.05,29.0,7.95,43.5,8.05,3.26,7.11,0.47,8.55,43.1,9.32,3.32,8.03,0.37,0.03,0.07
1546,Betis,Real Madrid,0,1,2021-2022,31.45,3.66,23.74,2.47,562.4,2964.6,1.45,1.5,54.7,413.2,2616.3,0.92,1.34,39.9,9.08,42.0,7.66,3.0,8.79,0.45,10.3,46.6,9.76,2.95,9.5,0.29,0.16,0.03
1547,Barcelona,Getafe,2,1,2021-2022,18.42,1.39,24.79,3.24,270.5,2171.3,0.52,1.92,24.1,565.5,3024.3,1.44,2.61,54.7,9.47,41.8,9.11,2.53,10.6,0.21,8.71,49.5,6.55,2.24,8.55,0.45,0.02,-0.1
1548,Cadiz,Osasuna,2,3,2021-2022,18.97,1.63,18.08,1.45,313.3,2533.6,0.73,3.26,34.9,266.7,2049.0,0.76,3.16,28.4,8.71,42.0,9.13,3.03,9.68,0.13,10.0,42.3,10.8,2.79,10.9,0.13,0.0,0.05
1549,Rayo Vallecano,Granada,4,0,2021-2022,18.47,1.79,22.68,1.66,278.5,2153.1,0.68,2.16,27.6,335.4,2448.9,0.94,2.87,34.5,9.03,43.4,9.42,3.42,8.58,0.21,9.45,40.7,10.7,2.5,9.61,0.24,0.03,0.02
1550,Atletico de Madrid,Villarreal,2,2,2021-2022,21.05,2.95,21.79,2.92,438.9,2715.9,1.31,1.74,44.7,396.7,2334.7,1.04,1.74,38.5,8.21,48.1,6.5,2.87,8.66,0.42,9.11,47.3,8.58,2.58,9.61,0.37,0.03,-0.2
1551,Athletic Club,Mallorca,2,0,2021-2022,20.03,1.55,21.61,1.89,290.7,2158.1,0.74,1.68,29.7,340.7,2407.2,0.95,2.16,41.4,8.74,45.0,7.97,3.13,9.05,0.24,7.68,38.5,9.42,3.37,8.92,0.21,-0.14,0.05
1552,Levante,Rayo Vallecano,1,1,2021-2022,22.68,1.66,18.95,2.08,335.4,2448.9,0.94,2.87,34.5,331.2,2340.5,0.68,1.66,35.3,9.45,40.7,10.7,2.5,9.61,0.24,8.03,38.8,9.84,2.89,9.92,0.32,0.02,-0.27
1553,Cadiz,Real Sociedad,0,2,2021-2022,20.34,1.82,18.08,1.45,405.3,2583.8,0.92,1.82,38.5,266.7,2049.0,0.76,3.16,28.4,8.92,47.6,7.53,2.76,9.16,0.16,10.0,42.3,10.8,2.79,10.9,0.13,-0.04,0.05
1554,Espanyol,Atletico de Madrid,1,2,2021-2022,21.79,2.92,18.97,1.76,396.7,2334.7,1.04,1.74,38.5,351.6,2331.6,0.65,1.55,31.9,9.11,47.3,8.58,2.58,9.61,0.37,8.89,42.6,9.76,3.0,8.58,0.53,-0.2,0.07
1555,Osasuna,Valencia,1,4,2021-2022,18.89,2.18,18.97,1.63,253.3,2045.3,0.72,1.97,31.6,313.3,2533.6,0.73,3.26,34.9,9.58,42.7,9.39,2.45,8.92,0.21,8.71,42.0,9.13,3.03,9.68,0.13,0.11,0.0
1556,Real Madrid,Celta Vigo,5,2,2021-2022,18.45,1.84,31.45,3.66,421.2,2520.9,0.83,2.21,38.1,562.4,2964.6,1.45,1.5,54.7,10.8,37.5,12.5,2.39,9.89,0.29,9.08,42.0,7.66,3.0,8.79,0.45,0.06,0.16
1557,Getafe,Elche,0,1,2021-2022,15.58,1.79,18.42,1.39,340.7,2449.9,0.65,2.05,29.0,270.5,2171.3,0.52,1.92,24.1,8.55,43.1,9.32,3.32,8.03,0.37,9.47,41.8,9.11,2.53,10.6,0.21,0.07,0.02
1558,Granada,Betis,1,2,2021-2022,23.74,2.47,18.47,1.79,413.2,2616.3,0.92,1.34,39.9,278.5,2153.1,0.68,2.16,27.6,10.3,46.6,9.76,2.95,9.5,0.29,9.03,43.4,9.42,3.42,8.58,0.21,0.03,0.03
1559,Sevilla,Barcelona,1,1,2021-2022,24.79,3.24,20.63,2.5,565.5,3024.3,1.44,2.61,54.7,482.3,2882.1,0.91,2.95,42.0,8.71,49.5,6.55,2.24,8.55,0.45,7.95,43.5,8.05,3.26,7.11,0.47,-0.1,0.03
1560,Villarreal,Alaves,5,2,2021-2022,16.53,1.26,21.05,2.95,254.6,2256.3,0.6,2.21,25.9,438.9,2715.9,1.31,1.74,44.7,8.53,41.1,9.87,2.79,9.89,0.18,8.21,48.1,6.5,2.87,8.66,0.42,-0.17,0.03
1561,Celta Vigo,Cadiz,1,2,2021-2022,18.08,1.45,18.45,1.84,266.7,2049.0,0.76,3.16,28.4,421.2,2520.9,0.83,2.21,38.1,10.0,42.3,10.8,2.79,10.9,0.13,10.8,37.5,12.5,2.39,9.89,0.29,0.05,0.06
1562,Alaves,Osasuna,0,2,2021-2022,18.97,1.63,16.53,1.26,313.3,2533.6,0.73,3.26,34.9,254.6,2256.3,0.6,2.21,25.9,8.71,42.0,9.13,3.03,9.68,0.13,8.53,41.1,9.87,2.79,9.89,0.18,0.0,-0.17
1563,Atletico de Madrid,Athletic Club,0,0,2021-2022,21.61,1.89,21.79,2.92,340.7,2407.2,0.95,2.16,41.4,396.7,2334.7,1.04,1.74,38.5,7.68,38.5,9.42,3.37,8.92,0.21,9.11,47.3,8.58,2.58,9.61,0.37,0.05,-0.2
1564,Rayo Vallecano,Getafe,3,0,2021-2022,18.42,1.39,22.68,1.66,270.5,2171.3,0.52,1.92,24.1,335.4,2448.9,0.94,2.87,34.5,9.47,41.8,9.11,2.53,10.6,0.21,9.45,40.7,10.7,2.5,9.61,0.24,0.02,0.02
1565,Elche,Levante,1,1,2021-2022,18.95,2.08,15.58,1.79,331.2,2340.5,0.68,1.66,35.3,340.7,2449.9,0.65,2.05,29.0,8.03,38.8,9.84,2.89,9.92,0.32,8.55,43.1,9.32,3.32,8.03,0.37,-0.27,0.07
1566,Betis,Espanyol,2,2,2021-2022,18.97,1.76,23.74,2.47,351.6,2331.6,0.65,1.55,31.9,413.2,2616.3,0.92,1.34,39.9,8.89,42.6,9.76,3.0,8.58,0.53,10.3,46.6,9.76,2.95,9.5,0.29,0.07,0.03
1567,Mallorca,Villarreal,0,0,2021-2022,21.05,2.95,20.03,1.55,438.9,2715.9,1.31,1.74,44.7,290.7,2158.1,0.74,1.68,29.7,8.21,48.1,6.5,2.87,8.66,0.42,8.74,45.0,7.97,3.13,9.05,0.24,0.03,-0.14
1568,Real Sociedad,Sevilla,0,0,2021-2022,20.63,2.5,20.34,1.82,482.3,2882.1,0.91,2.95,42.0,405.3,2583.8,0.92,1.82,38.5,7.95,43.5,8.05,3.26,7.11,0.47,8.92,47.6,7.53,2.76,9.16,0.16,0.03,-0.04
1569,Valencia,Real Madrid,1,2,2021-2022,31.45,3.66,18.89,2.18,562.4,2964.6,1.45,1.5,54.7,253.3,2045.3,0.72,1.97,31.6,9.08,42.0,7.66,3.0,8.79,0.45,9.58,42.7,9.39,2.45,8.92,0.21,0.16,0.11
1570,Barcelona,Granada,1,1,2021-2022,18.47,1.79,24.79,3.24,278.5,2153.1,0.68,2.16,27.6,565.5,3024.3,1.44,2.61,54.7,9.03,43.4,9.42,3.42,8.58,0.21,8.71,49.5,6.55,2.24,8.55,0.45,0.03,-0.1
1571,Athletic Club,Rayo Vallecano,1,2,2021-2022,22.68,1.66,21.61,1.89,335.4,2448.9,0.94,2.87,34.5,340.7,2407.2,0.95,2.16,41.4,9.45,40.7,10.7,2.5,9.61,0.24,7.68,38.5,9.42,3.37,8.92,0.21,0.02,0.05
1572,Getafe,Atletico de Madrid,1,2,2021-2022,21.79,2.92,18.42,1.39,396.7,2334.7,1.04,1.74,38.5,270.5,2171.3,0.52,1.92,24.1,9.11,47.3,8.58,2.58,9.61,0.37,9.47,41.8,9.11,2.53,10.6,0.21,-0.2,0.02
1573,Levante,Celta Vigo,0,2,2021-2022,18.45,1.84,18.95,2.08,421.2,2520.9,0.83,2.21,38.1,331.2,2340.5,0.68,1.66,35.3,10.8,37.5,12.5,2.39,9.89,0.29,8.03,38.8,9.84,2.89,9.92,0.32,0.06,-0.27
1574,Espanyol,Alaves,1,0,2021-2022,16.53,1.26,18.97,1.76,254.6,2256.3,0.6,2.21,25.9,351.6,2331.6,0.65,1.55,31.9,8.53,41.1,9.87,2.79,9.89,0.18,8.89,42.6,9.76,3.0,8.58,0.53,-0.17,0.07
1575,Real Madrid,Mallorca,6,1,2021-2022,20.03,1.55,31.45,3.66,290.7,2158.1,0.74,1.68,29.7,562.4,2964.6,1.45,1.5,54.7,8.74,45.0,7.97,3.13,9.05,0.24,9.08,42.0,7.66,3.0,8.79,0.45,-0.14,0.16
1576,Sevilla,Valencia,3,1,2021-2022,18.89,2.18,20.63,2.5,253.3,2045.3,0.72,1.97,31.6,482.3,2882.1,0.91,2.95,42.0,9.58,42.7,9.39,2.45,8.92,0.21,7.95,43.5,8.05,3.26,7.11,0.47,0.11,0.03
1577,Villarreal,Elche,4,1,2021-2022,15.58,1.79,21.05,2.95,340.7,2449.9,0.65,2.05,29.0,438.9,2715.9,1.31,1.74,44.7,8.55,43.1,9.32,3.32,8.03,0.37,8.21,48.1,6.5,2.87,8.66,0.42,0.07,0.03
1578,Cadiz,Barcelona,0,0,2021-2022,24.79,3.24,18.08,1.45,565.5,3024.3,1.44,2.61,54.7,266.7,2049.0,0.76,3.16,28.4,8.71,49.5,6.55,2.24,8.55,0.45,10.0,42.3,10.8,2.79,10.9,0.13,-0.1,0.05
1579,Granada,Real Sociedad,2,3,2021-2022,20.34,1.82,18.47,1.79,405.3,2583.8,0.92,1.82,38.5,278.5,2153.1,0.68,2.16,27.6,8.92,47.6,7.53,2.76,9.16,0.16,9.03,43.4,9.42,3.42,8.58,0.21,-0.04,0.03
1580,Osasuna,Betis,1,3,2021-2022,23.74,2.47,18.97,1.63,413.2,2616.3,0.92,1.34,39.9,313.3,2533.6,0.73,3.26,34.9,10.3,46.6,9.76,2.95,9.5,0.29,8.71,42.0,9.13,3.03,9.68,0.13,0.03,0.0
1581,Alaves,Atletico de Madrid,1,0,2021-2022,21.79,2.92,16.53,1.26,396.7,2334.7,1.04,1.74,38.5,254.6,2256.3,0.6,2.21,25.9,9.11,47.3,8.58,2.58,9.61,0.37,8.53,41.1,9.87,2.79,9.89,0.18,-0.2,-0.17
1582,Real Madrid,Villarreal,0,0,2021-2022,21.05,2.95,31.45,3.66,438.9,2715.9,1.31,1.74,44.7,562.4,2964.6,1.45,1.5,54.7,8.21,48.1,6.5,2.87,8.66,0.42,9.08,42.0,7.66,3.0,8.79,0.45,0.03,0.16
1583,Sevilla,Espanyol,2,0,2021-2022,18.97,1.76,20.63,2.5,351.6,2331.6,0.65,1.55,31.9,482.3,2882.1,0.91,2.95,42.0,8.89,42.6,9.76,3.0,8.58,0.53,7.95,43.5,8.05,3.26,7.11,0.47,0.07,0.03
1584,Valencia,Athletic Club,1,1,2021-2022,21.61,1.89,18.89,2.18,340.7,2407.2,0.95,2.16,41.4,253.3,2045.3,0.72,1.97,31.6,7.68,38.5,9.42,3.37,8.92,0.21,9.58,42.7,9.39,2.45,8.92,0.21,0.05,0.11
1585,Barcelona,Levante,3,0,2021-2022,18.95,2.08,24.79,3.24,331.2,2340.5,0.68,1.66,35.3,565.5,3024.3,1.44,2.61,54.7,8.03,38.8,9.84,2.89,9.92,0.32,8.71,49.5,6.55,2.24,8.55,0.45,-0.27,-0.1
1586,Betis,Getafe,2,0,2021-2022,18.42,1.39,23.74,2.47,270.5,2171.3,0.52,1.92,24.1,413.2,2616.3,0.92,1.34,39.9,9.47,41.8,9.11,2.53,10.6,0.21,10.3,46.6,9.76,2.95,9.5,0.29,0.02,0.03
1587,Mallorca,Osasuna,2,3,2021-2022,18.97,1.63,20.03,1.55,313.3,2533.6,0.73,3.26,34.9,290.7,2158.1,0.74,1.68,29.7,8.71,42.0,9.13,3.03,9.68,0.13,8.74,45.0,7.97,3.13,9.05,0.24,0.0,-0.14
1588,Real Sociedad,Elche,1,0,2021-2022,15.58,1.79,20.34,1.82,340.7,2449.9,0.65,2.05,29.0,405.3,2583.8,0.92,1.82,38.5,8.55,43.1,9.32,3.32,8.03,0.37,8.92,47.6,7.53,2.76,9.16,0.16,0.07,-0.04
1589,Rayo Vallecano,Cadiz,3,1,2021-2022,18.08,1.45,22.68,1.66,266.7,2049.0,0.76,3.16,28.4,335.4,2448.9,0.94,2.87,34.5,10.0,42.3,10.8,2.79,10.9,0.13,9.45,40.7,10.7,2.5,9.61,0.24,0.05,0.02
1590,Celta Vigo,Granada,1,0,2021-2022,18.47,1.79,18.45,1.84,278.5,2153.1,0.68,2.16,27.6,421.2,2520.9,0.83,2.21,38.1,9.03,43.4,9.42,3.42,8.58,0.21,10.8,37.5,12.5,2.39,9.89,0.29,0.03,0.06
1591,Athletic Club,Alaves,1,0,2021-2022,16.53,1.26,21.61,1.89,254.6,2256.3,0.6,2.21,25.9,340.7,2407.2,0.95,2.16,41.4,8.53,41.1,9.87,2.79,9.89,0.18,7.68,38.5,9.42,3.37,8.92,0.21,-0.17,0.05
1592,Atletico de Madrid,Barcelona,2,0,2021-2022,24.79,3.24,21.79,2.92,565.5,3024.3,1.44,2.61,54.7,396.7,2334.7,1.04,1.74,38.5,8.71,49.5,6.55,2.24,8.55,0.45,9.11,47.3,8.58,2.58,9.61,0.37,-0.1,-0.2
1593,Mallorca,Levante,1,0,2021-2022,18.95,2.08,20.03,1.55,331.2,2340.5,0.68,1.66,35.3,290.7,2158.1,0.74,1.68,29.7,8.03,38.8,9.84,2.89,9.92,0.32,8.74,45.0,7.97,3.13,9.05,0.24,-0.27,-0.14
1594,Cadiz,Valencia,0,0,2021-2022,18.89,2.18,18.08,1.45,253.3,2045.3,0.72,1.97,31.6,266.7,2049.0,0.76,3.16,28.4,9.58,42.7,9.39,2.45,8.92,0.21,10.0,42.3,10.8,2.79,10.9,0.13,0.11,0.05
1595,Osasuna,Rayo Vallecano,1,0,2021-2022,22.68,1.66,18.97,1.63,335.4,2448.9,0.94,2.87,34.5,313.3,2533.6,0.73,3.26,34.9,9.45,40.7,10.7,2.5,9.61,0.24,8.71,42.0,9.13,3.03,9.68,0.13,0.02,0.0
1596,Getafe,Real Sociedad,1,1,2021-2022,20.34,1.82,18.42,1.39,405.3,2583.8,0.92,1.82,38.5,270.5,2171.3,0.52,1.92,24.1,8.92,47.6,7.53,2.76,9.16,0.16,9.47,41.8,9.11,2.53,10.6,0.21,-0.04,0.02
1597,Granada,Sevilla,1,0,2021-2022,20.63,2.5,18.47,1.79,482.3,2882.1,0.91,2.95,42.0,278.5,2153.1,0.68,2.16,27.6,7.95,43.5,8.05,3.26,7.11,0.47,9.03,43.4,9.42,3.42,8.58,0.21,0.03,0.03
1598,Espanyol,Real Madrid,2,1,2021-2022,31.45,3.66,18.97,1.76,562.4,2964.6,1.45,1.5,54.7,351.6,2331.6,0.65,1.55,31.9,9.08,42.0,7.66,3.0,8.79,0.45,8.89,42.6,9.76,3.0,8.58,0.53,0.16,0.07
1599,Villarreal,Betis,2,0,2021-2022,23.74,2.47,21.05,2.95,413.2,2616.3,0.92,1.34,39.9,438.9,2715.9,1.31,1.74,44.7,10.3,46.6,9.76,2.95,9.5,0.29,8.21,48.1,6.5,2.87,8.66,0.42,0.03,0.03
1600,Elche,Celta Vigo,1,0,2021-2022,18.45,1.84,15.58,1.79,421.2,2520.9,0.83,2.21,38.1,340.7,2449.9,0.65,2.05,29.0,10.8,37.5,12.5,2.39,9.89,0.29,8.55,43.1,9.32,3.32,8.03,0.37,0.06,0.07
1601,Levante,Getafe,0,0,2021-2022,18.42,1.39,18.95,2.08,270.5,2171.3,0.52,1.92,24.1,331.2,2340.5,0.68,1.66,35.3,9.47,41.8,9.11,2.53,10.6,0.21,8.03,38.8,9.84,2.89,9.92,0.32,0.02,-0.27
1602,Real Sociedad,Mallorca,1,0,2021-2022,20.03,1.55,20.34,1.82,290.7,2158.1,0.74,1.68,29.7,405.3,2583.8,0.92,1.82,38.5,8.74,45.0,7.97,3.13,9.05,0.24,8.92,47.6,7.53,2.76,9.16,0.16,-0.14,-0.04
1603,Barcelona,Valencia,3,1,2021-2022,18.89,2.18,24.79,3.24,253.3,2045.3,0.72,1.97,31.6,565.5,3024.3,1.44,2.61,54.7,9.58,42.7,9.39,2.45,8.92,0.21,8.71,49.5,6.55,2.24,8.55,0.45,0.11,-0.1
1604,Celta Vigo,Sevilla,0,1,2021-2022,20.63,2.5,18.45,1.84,482.3,2882.1,0.91,2.95,42.0,421.2,2520.9,0.83,2.21,38.1,7.95,43.5,8.05,3.26,7.11,0.47,10.8,37.5,12.5,2.39,9.89,0.29,0.03,0.06
1605,Rayo Vallecano,Elche,2,1,2021-2022,15.58,1.79,22.68,1.66,340.7,2449.9,0.65,2.05,29.0,335.4,2448.9,0.94,2.87,34.5,8.55,43.1,9.32,3.32,8.03,0.37,9.45,40.7,10.7,2.5,9.61,0.24,0.07,0.02
1606,Villarreal,Osasuna,1,2,2021-2022,18.97,1.63,21.05,2.95,313.3,2533.6,0.73,3.26,34.9,438.9,2715.9,1.31,1.74,44.7,8.71,42.0,9.13,3.03,9.68,0.13,8.21,48.1,6.5,2.87,8.66,0.42,0.0,0.03
1607,Alaves,Betis,0,1,2021-2022,23.74,2.47,16.53,1.26,413.2,2616.3,0.92,1.34,39.9,254.6,2256.3,0.6,2.21,25.9,10.3,46.6,9.76,2.95,9.5,0.29,8.53,41.1,9.87,2.79,9.89,0.18,0.03,-0.17
1608,Espanyol,Cadiz,2,0,2021-2022,18.08,1.45,18.97,1.76,266.7,2049.0,0.76,3.16,28.4,351.6,2331.6,0.65,1.55,31.9,10.0,42.3,10.8,2.79,10.9,0.13,8.89,42.6,9.76,3.0,8.58,0.53,0.05,0.07
1609,Real Madrid,Athletic Club,1,0,2021-2022,21.61,1.89,31.45,3.66,340.7,2407.2,0.95,2.16,41.4,562.4,2964.6,1.45,1.5,54.7,7.68,38.5,9.42,3.37,8.92,0.21,9.08,42.0,7.66,3.0,8.79,0.45,0.05,0.16
1610,Granada,Atletico de Madrid,2,1,2021-2022,21.79,2.92,18.47,1.79,396.7,2334.7,1.04,1.74,38.5,278.5,2153.1,0.68,2.16,27.6,9.11,47.3,8.58,2.58,9.61,0.37,9.03,43.4,9.42,3.42,8.58,0.21,-0.2,0.03
1611,Osasuna,Granada,1,1,2021-2022,18.47,1.79,18.97,1.63,278.5,2153.1,0.68,2.16,27.6,313.3,2533.6,0.73,3.26,34.9,9.03,43.4,9.42,3.42,8.58,0.21,8.71,42.0,9.13,3.03,9.68,0.13,0.03,0.0
1612,Athletic Club,Villarreal,2,1,2021-2022,21.05,2.95,21.61,1.89,438.9,2715.9,1.31,1.74,44.7,340.7,2407.2,0.95,2.16,41.4,8.21,48.1,6.5,2.87,8.66,0.42,7.68,38.5,9.42,3.37,8.92,0.21,0.03,0.05
1613,Cadiz,Alaves,0,2,2021-2022,16.53,1.26,18.08,1.45,254.6,2256.3,0.6,2.21,25.9,266.7,2049.0,0.76,3.16,28.4,8.53,41.1,9.87,2.79,9.89,0.18,10.0,42.3,10.8,2.79,10.9,0.13,-0.17,0.05
1614,Valencia,Mallorca,2,2,2021-2022,20.03,1.55,18.89,2.18,290.7,2158.1,0.74,1.68,29.7,253.3,2045.3,0.72,1.97,31.6,8.74,45.0,7.97,3.13,9.05,0.24,9.58,42.7,9.39,2.45,8.92,0.21,-0.14,0.11
1615,Elche,Espanyol,2,2,2021-2022,18.97,1.76,15.58,1.79,351.6,2331.6,0.65,1.55,31.9,340.7,2449.9,0.65,2.05,29.0,8.89,42.6,9.76,3.0,8.58,0.53,8.55,43.1,9.32,3.32,8.03,0.37,0.07,0.07
1616,Atletico de Madrid,Real Sociedad,2,2,2021-2022,20.34,1.82,21.79,2.92,405.3,2583.8,0.92,1.82,38.5,396.7,2334.7,1.04,1.74,38.5,8.92,47.6,7.53,2.76,9.16,0.16,9.11,47.3,8.58,2.58,9.61,0.37,-0.04,-0.2
1617,Barcelona,Real Madrid,1,2,2021-2022,31.45,3.66,24.79,3.24,562.4,2964.6,1.45,1.5,54.7,565.5,3024.3,1.44,2.61,54.7,9.08,42.0,7.66,3.0,8.79,0.45,8.71,49.5,6.55,2.24,8.55,0.45,0.16,-0.1
1618,Betis,Rayo Vallecano,3,2,2021-2022,22.68,1.66,23.74,2.47,335.4,2448.9,0.94,2.87,34.5,413.2,2616.3,0.92,1.34,39.9,9.45,40.7,10.7,2.5,9.61,0.24,10.3,46.6,9.76,2.95,9.5,0.29,0.02,0.03
1619,Sevilla,Levante,5,3,2021-2022,18.95,2.08,20.63,2.5,331.2,2340.5,0.68,1.66,35.3,482.3,2882.1,0.91,2.95,42.0,8.03,38.8,9.84,2.89,9.92,0.32,7.95,43.5,8.05,3.26,7.11,0.47,-0.27,0.03
1620,Getafe,Celta Vigo,0,3,2021-2022,18.45,1.84,18.42,1.39,421.2,2520.9,0.83,2.21,38.1,270.5,2171.3,0.52,1.92,24.1,10.8,37.5,12.5,2.39,9.89,0.29,9.47,41.8,9.11,2.53,10.6,0.21,0.06,0.02
1621,Alaves,Elche,1,0,2021-2022,15.58,1.79,16.53,1.26,340.7,2449.9,0.65,2.05,29.0,254.6,2256.3,0.6,2.21,25.9,8.55,43.1,9.32,3.32,8.03,0.37,8.53,41.1,9.87,2.79,9.89,0.18,0.07,-0.17
1622,Espanyol,Athletic Club,1,1,2021-2022,21.61,1.89,18.97,1.76,340.7,2407.2,0.95,2.16,41.4,351.6,2331.6,0.65,1.55,31.9,7.68,38.5,9.42,3.37,8.92,0.21,8.89,42.6,9.76,3.0,8.58,0.53,0.05,0.07
1623,Villarreal,Cadiz,3,3,2021-2022,18.08,1.45,21.05,2.95,266.7,2049.0,0.76,3.16,28.4,438.9,2715.9,1.31,1.74,44.7,10.0,42.3,10.8,2.79,10.9,0.13,8.21,48.1,6.5,2.87,8.66,0.42,0.05,0.03
1624,Betis,Valencia,4,1,2021-2022,18.89,2.18,23.74,2.47,253.3,2045.3,0.72,1.97,31.6,413.2,2616.3,0.92,1.34,39.9,9.58,42.7,9.39,2.45,8.92,0.21,10.3,46.6,9.76,2.95,9.5,0.29,0.11,0.03
